,loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef
0,15.330552101135254,0.8345067501068115,0.0925879254937172,15.859721183776855,0.8213127851486206,0.11112640798091888
1,4.529393196105957,0.9441678524017334,0.13813285529613495,6.515493869781494,0.9447835683822632,0.13350902497768402
2,3.4919304847717285,0.943561315536499,0.15664632618427277,2.2290992736816406,0.9625361561775208,0.15907368063926697
3,3.5427210330963135,0.9370867609977722,0.16020768880844116,518.1966552734375,0.174677774310112,0.07426969707012177
4,3.3785197734832764,0.9361898899078369,0.1650346964597702,5.275196552276611,0.9261708855628967,0.0738673210144043
5,3.143040895462036,0.9403262734413147,0.18001069128513336,6.074185848236084,0.9261708855628967,0.07238005846738815
6,2.9572620391845703,0.9437586069107056,0.19282130897045135,5.459676265716553,0.9262816905975342,0.09014308452606201
7,2.7900757789611816,0.9468240141868591,0.20527634024620056,2.9684126377105713,0.9337210655212402,0.14828422665596008
8,2.5615134239196777,0.9519137144088745,0.22233553230762482,6.316781520843506,0.9276937246322632,0.09106570482254028
9,2.3952150344848633,0.9556490778923035,0.23664043843746185,1.8576728105545044,0.971271812915802,0.24103175103664398
10,2.1782617568969727,0.9603436589241028,0.2550496757030487,2.3301894664764404,0.9519487619400024,0.18526150286197662
11,2.023373603820801,0.9634456038475037,0.27299052476882935,2.8978431224823,0.9316565990447998,0.1535445898771286
12,1.6936895847320557,0.9697185158729553,0.2992440164089203,2.264069080352783,0.9405537247657776,0.1794813573360443
13,1.5269547700881958,0.9741785526275635,0.32402464747428894,3.4542129039764404,0.9426341652870178,0.1390826404094696
14,1.869165062904358,0.9669204354286194,0.30805957317352295,1.5453181266784668,0.9809874296188354,0.25775349140167236
15,1.274644136428833,0.9793758988380432,0.3522827625274658,2.206817388534546,0.9453266263008118,0.23738768696784973
16,1.1812045574188232,0.9815356135368347,0.369642436504364,3.0998644828796387,0.9531974792480469,0.23031435906887054
17,1.4476444721221924,0.9768030643463135,0.3675377070903778,7.49130916595459,0.9222412109375,0.15049223601818085
18,1.3249127864837646,0.9771616458892822,0.3664397895336151,1.0302507877349854,0.9775198101997375,0.3120977282524109
19,0.8297700881958008,0.9873281121253967,0.42046019434928894,1.0271389484405518,0.9772405624389648,0.3697150647640228
20,0.7138586044311523,0.9887969493865967,0.4439869821071625,0.990984320640564,0.9795745611190796,0.37225648760795593
21,0.8383448123931885,0.9870556592941284,0.4383276104927063,36.67881393432617,0.8029398322105408,0.15385864675045013
22,1.465396761894226,0.9764297604560852,0.38936081528663635,2.0379316806793213,0.9573795199394226,0.18487316370010376
23,0.8588521480560303,0.9867824912071228,0.438815176486969,0.9727383255958557,0.979634165763855,0.3173298239707947
24,0.6758384108543396,0.9892074465751648,0.474591463804245,1.039360761642456,0.9806939363479614,0.278655081987381
25,0.6342777013778687,0.9896093010902405,0.48526763916015625,0.6445280313491821,0.9899827837944031,0.35796377062797546
26,0.576559841632843,0.990327000617981,0.49881574511528015,0.57616126537323,0.9905748963356018,0.4077379107475281
27,0.5406392812728882,0.9908385276794434,0.5090872049331665,0.5832602381706238,0.9894194602966309,0.41135141253471375
28,0.512199878692627,0.9912024140357971,0.5199377536773682,0.7700254321098328,0.9847492575645447,0.41237524151802063
29,0.5463674068450928,0.9907379150390625,0.5214820504188538,0.6960673928260803,0.9883139133453369,0.4775150418281555
